id	lastname	firstname	faculty	institute	institution_long
FIS_85530	Wurm	NN	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Pharmazeutische/Medizinische Chemie
FIS_91749	K.	NN	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Pharmazeutische/Medizinische Chemie
FIS_65865	Beirow	NN	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Pharmazeutische und Medizinische Chemie
FIS_91750	J.	NN	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Pharmazeutische und Medizinische Chemie
FIS_71942	Schade	NN	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Pharmazeutische/Medizinische Chemie
FIS_77946	Hofstetter	NN	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Pharmazeutische/Medizinische Chemie
FIS_91755	Shemsu	NN	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Pharmazeutische/Medizinische Chemie
FIS_84622	Genzel	NN	MED	Institut für Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin
FIS_83355	Mertz	NN	MED	Institut für Ethik und Geschichte der Medizin	Institut für Ethik und Geschichte der Medizin
FIS_66137	Fischer	NN	MED	Institut für Ethik und Geschichte der Medizin	Institut für Ethik und Geschichte der Medizin
FIS_71887	Vogel	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_91834	Vogel	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_86631	Syperek	Annika	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_65978	Scheller	NN	PHIL	Historisches Institut	Historisches Institut / LS für Fachdidaktik Historie
FIS_91677	Segelke	Arne	PHIL	Historisches Institut	Historisches Institut / LS für Nordische Geschichte
FIS_91909	Levin	NN	MED	Institut für Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
FIS_91912	Meyer	NN	MED	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
FIS_91921	Hammerschmidt	NN	MNF	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
FIS_91940	Kohler	NN	MNF	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
FIS_73779	Prof.	NN	MNF	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
FIS_75450	Siemens	Nikolai	MNF	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie
FIS_44359	Winter	NN	MED	Institut für Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
FIS_74738	Mrotzek	NN	MNF	Institut für Botanik und Landschaftsökologie	Institut für Botanik und Landschaftsökologie / AG Landschaftsökologie und Ökosystemdynamik
FIS_45203	Prager	Anja	MNF	Institut für Botanik und Landschaftsökologie	Institut für Botanik und Landschaftsökologie / AG Landschaftsökologie und Ökosystemdynamik
FIS_92109	Jorde	NN	MED	Institut für Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Medizinische Immunologie
FIS_81716	Bröker	NN	MED	Institut für Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Medizinische Immunologie
FIS_71828	Lüdtke	NN	MED	Klinik und Poliklinik für Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
FIS_92146	Keßler	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_92147	Partecke	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_92148	Walschus	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_92149	Schulze	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_92156	Pieper	NN	MED	Institut für Medizinische Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
FIS_70064	Decker	Christoph Martin	MED	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
FIS_53180	Rebert	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_25162	Huebner	NN	MED	Institut für Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
FIS_47794	Feig	NN	MED	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
FIS_92285	Liedtke	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_108406	Khabipov	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_100496	Freund	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_95028	Bekeschus	NN	MNF	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)
FIS_83134	Grabe	NN	MED	Klinik und Poliklinik für Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
FIS_76221	Listle	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_91678	Wenzel	NN	PHIL	Institut für Erziehungswissenschaften	Institut für Erziehungswissenschaften
FIS_47139	Gehrmann	NN	MNF	Institut für Geographie und Geologie	Institut für Geographie und Geologie / AG Regionale und Strukturgeologie
FIS_84492	Mehlhorn	NN	MNF	Institut für Geographie und Geologie	Institut für Geographie und Geologie / AG Physische Geographie
FIS_36537	Meschede	Martin	MNF	Institut für Geographie und Geologie	Institut für Geographie und Geologie / AG Regionale und Strukturgeologie
FIS_90240	Klafack	NN	MED	Institut für Medizinische Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
FIS_53902	Nell	Christopher	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_93366	Meinzer	NN	MED	Klinik und Poliklinik für Neurologie	Klinik und Poliklinik für Neurologie
FIS_31212	Voigt	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
FIS_21390	Ruttloff	Katja	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_30982	Werner	Kristin	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_29789	Bergmann	Ariane	MED	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
FIS_70179	Obladen	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_64301	Dornberger	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_81566	Schäfer	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_85704	Bickert	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_26022	Windolf	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_20340	Flohe	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_28129	Siemers	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_64758	Schulz-Drost	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_70142	Merschin	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_47973	Lefering	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_79748	Krinner	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_77226	Nowack	Anne	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
FIS_92864	Wörgötter	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
FIS_81603	Sartori	Luiz Vinicius	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
FIS_76299	Richter	NN	MED	Klinik und Poliklinik für Neurologie	Klinik und Poliklinik für Neurologie
FIS_77623	Arnold	NN	MED	Klinik und Poliklinik für Hautkrankheiten	Klinik und Poliklinik für Hautkrankheiten
FIS_77622	Lutze	NN	MED	Klinik und Poliklinik für Hautkrankheiten	Klinik und Poliklinik für Hautkrankheiten
FIS_77624	Jünger	NN	MED	Klinik und Poliklinik für Hautkrankheiten	Klinik und Poliklinik für Hautkrankheiten
FIS_79865	Hosten	NN	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_93209	Scheele	NN	MED	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
FIS_1465	Lahm	NN	MED	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
FIS_86641	Wassilew	Georgi Iwan	MED	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie	Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie
FIS_86635	Bonk	Sarah	MED	Klinik und Poliklinik für Psychiatrie und Psychotherapie	Klinik und Poliklinik für Psychiatrie und Psychotherapie
FIS_48397	Holstein	NN	MED	Institut für Medizinische Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
FIS_77786	von	NN	MED	Institut für Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
FIS_91319	Gerling	NN	MNF	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)
FIS_92704	Rädke	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
FIS_93414	Schenkenerger	NN	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde
FIS_59234	Kordass	NN	MED	Zentrum für Zahn-, Mund- und Kieferheilkunde	Zentrum für Zahn-, Mund- und Kieferheilkunde
FIS_93413	Ernst	NN	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_49160	Drost-Wollbrecht	Alexander	PHIL	Historisches Institut	Historisches Institut / LS für Allgemeine Geschichte der Neuzeit
FIS_91754	J.	NN	MNF	Institut für Biochemie	Institut für Biochemie / AG Bioanorganische Chemie
FIS_69813	Grathwol	NN	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Pharmazeutische/Medizinische Chemie
FIS_89682	Bründer	Marie-Christine	MED	Klinik und Poliklinik für Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
FIS_93750	Schmalhofer	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
FIS_93751	Gras	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
FIS_93752	Kopp	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin B
FIS_71449	Eiffler	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_82404	Studencka-Turski	NN	MED	Institut für Medizinische Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
FIS_3587	Topfstedt	Eylin	MED	Friedrich Loeffler Institut für Medizinische Mikrobiologie	Friedrich Loeffler Institut für Medizinische Mikrobiologie
FIS_69362	Rödder	NN	MNF	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)
FIS_93829	Moritz	NN	MNF	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)
FIS_93830	Gandhirajan	NN	MNF	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)	Leibniz-Institut für Plasmaforschung und Technologie e.V. (INP)
FIS_78489	Heyd	Theresa	PHIL	Institut für Anglistik	Institut für Anglistik/Amerikanistik / LS für Englische Sprachwissenschaften
FIS_81825	Skowronek	Dariush	MED	Klinik und Poliklinik für Neurochirurgie	Klinik und Poliklinik für Neurochirurgie
FIS_93870	Hanani	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_93871	Cernat	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_93873	Walschus	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_93874	Heidecke	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_75635	Einenkel	NN	MED	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
FIS_93883	Rodriguez	Francisca-Saveria	MED	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
FIS_101785	Ross	NN	MED	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock	Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald
FIS_77863	Christian	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_89750	Bakir	NN	MED	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin	Klinik und Poliklinik für Unfall-, Wiederherstellungschirurgie und Rehabilitative Medizin
FIS_93923	Rottach	NN	MED	Klinik und Poliklinik für Urologie	Klinik und Poliklinik für Urologie
FIS_93924	Ahrend	NN	MED	Klinik und Poliklinik für Urologie	Klinik und Poliklinik für Urologie
FIS_93925	Martin	NN	MED	Klinik und Poliklinik für Urologie	Klinik und Poliklinik für Urologie
FIS_93931	Tzvetkova	NN	MED	Institut für Bioinformatik	Institut für Bioinformatik
FIS_97753	Hagenau	NN	MED	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Humangenetik
FIS_97754	Jensen	NN	MED	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Humangenetik
FIS_77039	Capani	NN	MED	Institut für Medizinische Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
FIS_89886	Nagel	NN	MNF	Institut für Biochemie	Institut für Biochemie / AG Nanostruktur
FIS_93983	Heidecke	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_79478	Hossain	NN	MED	Institut für Medizinische Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
FIS_93934	Berens	NN	MED	Institut für Medizinische Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
FIS_93985	Bruhns	NN	MED	Institut für Medizinische Biochemie und Molekularbiologie	Institut für Medizinische Biochemie und Molekularbiologie
FIS_94003	Farenholtz	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_94004	Artelt	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_60921	Blumenthal	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_60924	Endlich	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_60925	Endlich	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_94007	Kuchler	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_94008	Preisendorfer	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_94029	Jensen	NN	MED	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Humangenetik
FIS_1826	Henke	Jörg Ulrich	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
FIS_79476	Struckmann	Stephan	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
FIS_94082	Burchardt	NN	MED	Klinik und Poliklinik für Urologie	Klinik und Poliklinik für Urologie
FIS_88316	Elmeligy	NN	MED	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
FIS_62352	Sternberg	Juliane	MED	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
FIS_94184	Vogelgesang	NN	MED	Institut für Pathologie	Institut für Pathologie
FIS_82912	Choinowski	NN	MED	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe	Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
FIS_84818	Martin	NN	MED	Klinik und Poliklinik für Urologie	Klinik und Poliklinik für Urologie
FIS_79943	Ahrend	NN	MED	Klinik und Poliklinik für Hautkrankheiten	Klinik und Poliklinik für Hautkrankheiten
FIS_100	Fischer	NN	MED	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
FIS_78134	Kuntosch	NN	RSF	Fachbereich Wirtschaftswissenschaften	Fachbereich Wirtschaftswissenschaften / LS für ABWL und Gesundheitsmanagement
FIS_66264	Blankenburg	Sascha	MED	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
FIS_75438	Dittmar	Denise	MED	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
FIS_94304	Weise	NN	MED	Zentrum für Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Neonatologie und Pädiatrische Intensivmedizin
FIS_94305	Domanski	NN	MED	Zentrum für Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Neonatologie und Pädiatrische Intensivmedizin
FIS_94306	Hegge	NN	MED	Zentrum für Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Neonatologie und Pädiatrische Intensivmedizin
FIS_90905	Niepel	NN	MED	Zentrum für Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Neonatologie und Pädiatrische Intensivmedizin
FIS_94390	Baumeister	NN	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. SHIP KEF
FIS_86047	Steinke	NN	MED	Institut für Immunologie und Transfusionsmedizin	Institut für Immunologie und Transfusionsmedizin / Abt. Medizinische Immunologie
FIS_94421	Wilden	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_94422	Golchert	NN	MED	Interfakultäres Institut für Genetik und Funktionelle Genomforschung	Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Funktionelle Genomforschung
FIS_86651	Eichner	Maximilian	MED	Institut für Klinische Chemie und Laboratoriumsmedizin	Institut für Klinische Chemie und Laboratoriumsmedizin
FIS_67018	Schwarzenbacher	NN	MED	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin	Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
FIS_91337	Grundel	Bastian	MED	Klinik und Poliklinik für Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
FIS_91334	Stech	Milena	MED	Klinik und Poliklinik für Augenheilkunde	Klinik und Poliklinik für Augenheilkunde
FIS_94616	Storck	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_89810	Marx	Konstanze	PHIL	Institut für Deutsche Philologie	Institut für Deutsche Philologie / LS für Germanistische Sprachwissenschaft
FIS_64971	Denker	NN	MNF	Institut für Physik	Institut für Physik / AG Grenz- und Oberflächenphysik
FIS_69897	Hornschuh	NN	MED	Institut für Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
FIS_94722	Heidecke	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_93400	Becker	Karsten	MED	Friedrich Loeffler Institut für Medizinische Mikrobiologie	Friedrich Loeffler Institut für Medizinische Mikrobiologie
FIS_87414	Schaufler	NN	MNF	Institut für Pharmazie	Institut für Pharmazie / AG Pharmazeutische Biologie
FIS_94749	Kaling	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_94750	Lötzsch	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_72395	Schindler	Maximilian	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_94751	Rogge	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_1842	Schröder	Sindy	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_92693	Siegerist	NN	MED	Institut für Anatomie und Zellbiologie	Institut für Anatomie und Zellbiologie
FIS_94761	Henze	NN	MED	Zentrum für Kinder- und Jugendmedizin	Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Pädiatrische Onkologie und Hämatologie
FIS_94766	Heidecke	NN	MED	Klinik und Poliklinik für Chirurgie	Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie
FIS_94765	Görig	NN	MED	Institut für Hygiene und Umweltmedizin	Institut für Hygiene und Umweltmedizin
FIS_84015	Moon	Kilson	MED	Institut für Community Medicine	Institut für Community Medicine / Abt. Versorgungsepidemiologie und Community Health
FIS_77387	Duscha	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_57348	Simon	NN	MED	Zentrum für Innere Medizin	Zentrum für Innere Medizin / Klinik für Innere Medizin A
FIS_87703	Langner	NN	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_26968	Witt	Carl	MED	Klinik und Poliklinik für Neurologie	Klinik und Poliklinik für Neurologie
FIS_73812	Heuer	NN	MED	Klinik und Poliklinik für Neurologie	Klinik und Poliklinik für Neurologie
FIS_93508	Gellrich	NN	MED	Klinik und Poliklinik für Neurologie	Klinik und Poliklinik für Neurologie
FIS_75728	Hoffmann	NN	MNF	Institut für Psychologie	Institut für Psychologie / AG Differentielle und Persönlichkeitspsychologie/Psychologische Diagnostik
FIS_94887	Elhidar	NN	MED	Friedrich Loeffler Institut für Medizinische Mikrobiologie	Friedrich Loeffler Institut für Medizinische Mikrobiologie
FIS_94890	Goehler	NN	MED	Friedrich Loeffler Institut für Medizinische Mikrobiologie	Friedrich Loeffler Institut für Medizinische Mikrobiologie
FIS_53185	Klepzig	Kai	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_94905	Richter	NN	MNF	Institut für Psychologie	Institut für Psychologie
FIS_70504	Hamm	NN	MNF	Institut für Psychologie	Institut für Psychologie
FIS_94911	Scholz	NN	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_94912	Syperek	NN	MED	Zentrum für Radiologie	Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie
FIS_93764	Kohlmann	Thomas	MED	Institut für Community Medicine	Institut für Community Medicine/ Abteilung für Methoden der Community Medicine
FIS_76154	Thummes	Kerstin	PHIL	Institut für Politik- und Kommunikationswissenschaft	Institut für Politik- und Kommunikationswissenschaft / LS für Kommunikationswissenschaft/Schwerpunkt Organisationskommunikation
FIS_80253	Nötzel	NN	MED	Klinik und Poliklinik für Urologie	Klinik und Poliklinik für Urologie
FIS_51636	Beck	Klaus	PHIL	Institut für Politik- und Kommunikationswissenschaft	Institut für Politik- und Kommunikationswissenschaft / LS für Kommunikationswissenschaft
