;author_name;person_ID;inst_ID;institution_long;faculty_ID;faculty;lastname;forename;institution
13015;Jahns L;89218;18;Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Allgemeine Pädiatrie;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Kinder- und Jugendmedizin
13017;Lode B;77222;20;Zentrum für Kinder- und Jugendmedizin / Klinik und Poliklinik für Kinder- und Jugendmedizin / Pädiatrische Onkologie und Hämatologie;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Kinder- und Jugendmedizin
13023;Szczotkowski D;25801;62;Institut für Community Medicine/ Abteilung für Methoden der Community Medicine;1;Universitätsmedizin Greifswald;Szczotkowski;Daniel;Institut für Community Medicine
13037;Hahndorf W;58038;12;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
13038;Alwafai Z;53197;12;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe;1;Universitätsmedizin Greifswald;Alwafai;Zaher;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
13040;Möller S;187;12;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
13052;Simon P;81402;4;Zentrum für Innere Medizin / Klinik für Innere Medizin A;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
13079;Modess C;81460;47;Institut für Pharmakologie / Abt. Klinische Pharmakologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pharmakologie
13081;Fassauer G;65298;230;Institut für Pharmazie / AG Pharmazeutische/Medizinische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Pharmazie
13082;Hofstetter R;70092;230;Institut für Pharmazie / AG Pharmazeutische/Medizinische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Pharmazie
13085;Bock C;58251;230;Institut für Pharmazie / AG Pharmazeutische/Medizinische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Pharmazie
13120;Bartel A;81495;48;Friedrich Loeffler Institut für Medizinische Mikrobiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Friedrich Loeffler Institut für Medizinische Mikrobiologie
13143;Weilandt G;49237;314;Caspar-David-Friedrich Institut / LS für Kunstgeschichte;3;Philosophische Fakultät;Weilandt;Gerhard;Caspar-David-Friedrich Institut
13144;Paperlein C;73823;29;Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Radiologie
13151;Much C;78474;56;Institut für Humangenetik;1;Universitätsmedizin Greifswald;Much;Christiane Dörte;Institut für Humangenetik
13164;Unger J;77765;12;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
13170;Gieron L;81545;12;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
13181;Hasan M;80657;47;Institut für Pharmakologie / Abt. Klinische Pharmakologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pharmakologie
13183;Udas E;81648;254;Institut für Botanik und Landschaftsökologie / AG Landschaftsökologie und Ökosystemdynamik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Botanik und Landschaftsökologie
13184;Wölk M;81649;254;Institut für Botanik und Landschaftsökologie / AG Landschaftsökologie und Ökosystemdynamik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Botanik und Landschaftsökologie
13186;Lührs F;81650;3;Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Chirurgie
13189;Heidecke C;90904;3;Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Chirurgie
13191;Adler F;980;30;Zentrum für Radiologie / Klinik und Poliklinik für Strahlentherapie;1;Universitätsmedizin Greifswald;Adler;Frank;Zentrum für Radiologie
13194;Shetti R;81658;254;Institut für Botanik und Landschaftsökologie / AG Landschaftsökologie und Ökosystemdynamik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Botanik und Landschaftsökologie
13198;van der Maaten-Theunissen M;63091;254;Institut für Botanik und Landschaftsökologie / AG Landschaftsökologie und Ökosystemdynamik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Botanik und Landschaftsökologie
13199;van der Maaten E;63087;254;Institut für Botanik und Landschaftsökologie / AG Landschaftsökologie und Ökosystemdynamik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Botanik und Landschaftsökologie
13202;Trouillier M;63748;254;Institut für Botanik und Landschaftsökologie / AG Landschaftsökologie und Ökosystemdynamik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Botanik und Landschaftsökologie
13203;Lange J;53220;254;Institut für Botanik und Landschaftsökologie / AG Landschaftsökologie und Ökosystemdynamik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Botanik und Landschaftsökologie
13222;Mrochen D;81714;52;Institut für Immunologie und Transfusionsmedizin / Abt. Medizinische Immunologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Immunologie und Transfusionsmedizin
13229;Trimcev E;65344;308;Institut für Politik- und Kommunikationswissenschaft / LS für Politische Theorie und Ideengeschichte;3;Philosophische Fakultät;Trimcev;Eno;Institut für Politik- und Kommunikationswissenschaft
13231;Liebscher V;81727;201;Institut für Mathematik und Informatik / AG Biomathematik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Mathematik und Informatik
13237;Lohaus M;70173;307;Institut für Politik- und Kommunikationswissenschaft / LS für Internationale Beziehungen und Regionalstudien;3;Philosophische Fakultät;NaN;NaN;Institut für Politik- und Kommunikationswissenschaft
13238;Kreuzmair E;49299;288;Institut für Deutsche Philologie / LS für Neuere deutsche Literatur und Literaturtheorie (Schumacher);3;Philosophische Fakultät;Kreuzmair;Elias;Institut für Deutsche Philologie
13240;Zieseler L;49302;294;Institut für Fennistik und Skandinavistik / LS für Skandinavistische Sprachwissenschaft;3;Philosophische Fakultät;Zieseler;Laura;Institut für Fennistik und Skandinavistik
13258;Gross S;65443;139;Kaufmännisches Direktorat;1;Universitätsmedizin Greifswald;NaN;NaN;Kaufmännisches Direktorat
13259;Eckerle L;1916;139;Kaufmännisches Direktorat;1;Universitätsmedizin Greifswald;Eckerle;Lars Gregor;Kaufmännisches Direktorat
13267;Schuldt E;81772;54;Institut für Klinische Chemie und Laboratoriumsmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Klinische Chemie und Laboratoriumsmedizin
13275;Heil M;81785;191;Institut für Psychologie / AG Entwicklungspsychologie und Pädagogische Psychologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Psychologie
13284;Atlas C;77235;35;Klinik und Poliklinik für Psychiatrie und Psychotherapie;1;Universitätsmedizin Greifswald;Atlas;Caroline;Klinik und Poliklinik für Psychiatrie und Psychotherapie
13290;Junge M;80282;64;Institut für Community Medicine / Abt. SHIP KEF;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Community Medicine
13296;Schweder S;49300;304;Institut für Erziehungswissenschaften / LS für Schulpädagogik;3;Philosophische Fakultät;Schweder;Sabine;Institut für Erziehungswissenschaften
13302;Voß S;32378;177;Institut für Erziehungswissenschaften;3;Philosophische Fakultät;NaN;NaN;Institut für Erziehungswissenschaften
13303;Mahlau K;65739;177;Institut für Erziehungswissenschaften;3;Philosophische Fakultät;Mahlau;Kathrin;Institut für Erziehungswissenschaften
13304;Förster G;49120;305;Institut für Erziehungswissenschaften / LS für Allgemeine Erziehungswissenschaft;3;Philosophische Fakultät;Förster;Gabriele;Institut für Erziehungswissenschaften
13345;Struwe T;81945;254;Institut für Botanik und Landschaftsökologie / AG Landschaftsökologie und Ökosystemdynamik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Botanik und Landschaftsökologie
13356;Handtke S;70242;53;Institut für Immunologie und Transfusionsmedizin / Abt. Transfusionsmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Immunologie und Transfusionsmedizin
13365;Freitag S;45043;197;Institut für Psychologie / AG Gesundheit und Prävention;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Psychologie
13367;Hörnig M;80677;249;Zoologisches Institut und Museum / AG Cytologie und Evolutionsbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;Hörnig;Marie Kathrin;Zoologisches Institut und Museum
13375;Meth R;75698;249;Zoologisches Institut und Museum / AG Cytologie und Evolutionsbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Zoologisches Institut und Museum
13376;Wittfoth C;57618;249;Zoologisches Institut und Museum / AG Cytologie und Evolutionsbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Zoologisches Institut und Museum
13384;Steinhoff P;69223;245;Zoologisches Institut und Museum / AG Allgemeine und Systematische Zoologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Zoologisches Institut und Museum
13388;Schmoch T;82027;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
13394;Böttiger B;24238;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
13400;Papke R;75721;38;Institut für Hygiene und Umweltmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Hygiene und Umweltmedizin
13401;Thies K;81604;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
13402;Robertis E;82048;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
13404;von Bohlen und Halbach V;82049;40;Institut für Anatomie und Zellbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Anatomie und Zellbiologie
13405;Bracke A;82050;40;Institut für Anatomie und Zellbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Anatomie und Zellbiologie
13407;Bente K;82053;40;Institut für Anatomie und Zellbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Anatomie und Zellbiologie
13408;Bracke K;82054;40;Institut für Anatomie und Zellbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Anatomie und Zellbiologie
13410;van den Brandt J;82056;43;Institut für Physiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Physiologie
13411;Staar D;82055;129;Zentrale Service- und Forschungseinrichtung für Versuchstiere;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrale Service- und Forschungseinrichtung für Versuchstiere
13412;Peters J;82060;129;Zentrale Service- und Forschungseinrichtung für Versuchstiere;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrale Service- und Forschungseinrichtung für Versuchstiere
13413;Harzsch S;82057;160;Zoologisches Institut und Museum;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Zoologisches Institut und Museum
13419;Cernat V;64188;12;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
13473;Zieba B;77289;44;Institut für Medizinische Biochemie und Molekularbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Medizinische Biochemie und Molekularbiologie
13487;Wolfram M;63558;214;Institut für Physik / AG Atom- und Molekülphysik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Physik
13488;Knauer S;45181;214;Institut für Physik / AG Atom- und Molekülphysik;2;Mathematisch-Naturwissenschaftliche Fakultät;Knauer;Stefan;Institut für Physik
13489;Fischer P;72227;214;Institut für Physik / AG Atom- und Molekülphysik;2;Mathematisch-Naturwissenschaftliche Fakultät;Fischer;Paul;Institut für Physik
13496;König S;33603;214;Institut für Physik / AG Atom- und Molekülphysik;2;Mathematisch-Naturwissenschaftliche Fakultät;König;Stephan;Institut für Physik
13500;Kloyer M;53707;338;Fachbereich Wirtschaftswissenschaften / LS für ABWL sowie Organisation, Personalwirtschaft und Innovationsmanagement;4;Rechts- und Staatswissenschaftliche Fakultät;Kloyer;Martin;Fachbereich Wirtschaftswissenschaften
13501;Eibach M;65735;214;Institut für Physik / AG Atom- und Molekülphysik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Physik
13519;Malyshev A;59981;355;Institut für Botanik und Landschaftsökologie / AG Experimentelle Pflanzenökologie;2;Mathematisch-Naturwissenschaftliche Fakultät;Malyshev;Andrey;Institut für Botanik und Landschaftsökologie
13526;Weigel R;67738;355;Institut für Botanik und Landschaftsökologie / AG Experimentelle Pflanzenökologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Botanik und Landschaftsökologie
13530;Blume-Werry G;74331;355;Institut für Botanik und Landschaftsökologie / AG Experimentelle Pflanzenökologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Botanik und Landschaftsökologie
13531;Schwieger S;75726;355;Institut für Botanik und Landschaftsökologie / AG Experimentelle Pflanzenökologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Botanik und Landschaftsökologie
13546;Tanneberger F;34396;355;Institut für Botanik und Landschaftsökologie / AG Experimentelle Pflanzenökologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Botanik und Landschaftsökologie
13577;Etzold J;38125;345;Fachbereich Wirtschaftswissenschaften / LS für AVWL und Landschaftsökonomie;4;Rechts- und Staatswissenschaftliche Fakultät;NaN;NaN;Fachbereich Wirtschaftswissenschaften
13580;Brüggen K;78445;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
13583;Henf J;82647;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
13611;Jankowski A;80420;214;Institut für Physik / AG Atom- und Molekülphysik;2;Mathematisch-Naturwissenschaftliche Fakultät;Jankowski;Alexander;Institut für Physik
13632;Eckhoff C;67031;41;Institut für Rechtsmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Rechtsmedizin
13633;Brackrock D;53568;41;Institut für Rechtsmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Rechtsmedizin
13645;Kenzler M;45094;258;Institut für Geographie und Geologie / AG Regionale und Strukturgeologie;2;Mathematisch-Naturwissenschaftliche Fakultät;Kenzler;Michael;Institut für Geographie und Geologie
13646;Hüneke H;36435;258;Institut für Geographie und Geologie / AG Regionale und Strukturgeologie;2;Mathematisch-Naturwissenschaftliche Fakultät;Hüneke;Heiko;Institut für Geographie und Geologie
13647;Meng S;44948;260;Institut für Geographie und Geologie / AG Paläontologie und Historische Geologie;2;Mathematisch-Naturwissenschaftliche Fakultät;Meng;Stefan;Institut für Geographie und Geologie
13648;Rother H;45039;261;Institut für Geographie und Geologie / AG Quartärgeologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Geographie und Geologie
13655;Börner A;82818;258;Institut für Geographie und Geologie / AG Regionale und Strukturgeologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Geographie und Geologie
13687;Weippert M;82850;35;Klinik und Poliklinik für Psychiatrie und Psychotherapie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Psychiatrie und Psychotherapie
13705;Lange T;54020;54;Institut für Klinische Chemie und Laboratoriumsmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Klinische Chemie und Laboratoriumsmedizin
13723;Pagels S;82869;27;"Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde";1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
13737;Krüger H;72292;212;Institut für Physik / AG Kolloidale Plasmen;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Physik
13738;Schütt S;72293;212;Institut für Physik / AG Kolloidale Plasmen;2;Mathematisch-Naturwissenschaftliche Fakultät;Schütt;Stefan;Institut für Physik
13787;Hannich M;65284;54;Institut für Klinische Chemie und Laboratoriumsmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Klinische Chemie und Laboratoriumsmedizin
13795;Heidecke C;82981;3;Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Chirurgie
13798;Heidecke C;82983;3;Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Chirurgie
13799;Fritz A;82982;46;Institut für Pharmakologie / Abt. Allgemeine Pharmakologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pharmakologie
13833;Keller F;60885;354;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock;1;Universitätsmedizin Greifswald;NaN;NaN;Deutsches Zentrum für Neurodegenerative Erkrankungen Teilstandort Rostock
13842;Kading A;83016;3;Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Chirurgie
13844;Liedtke K;83018;3;Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Chirurgie
13846;Heidecke C;83020;3;Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Chirurgie
13852;Zimmermann U;83033;32;Klinik und Poliklinik für Urologie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Urologie
13864;Martens U;82726;213;Institut für Physik / AG Grenz- und Oberflächenphysik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Physik
13881;Gieron L;83043;12;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
13883;Unger J;83044;12;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Frauenheilkunde und Geburtshilfe
13901;Van der Auwera S;83123;35;Klinik und Poliklinik für Psychiatrie und Psychotherapie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Psychiatrie und Psychotherapie
13913;Patrzyk M;83167;3;Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Chirurgie
13914;Klee M;83168;3;Klinik und Poliklinik für Chirurgie / Abt. für Allgemeine Chirurgie, Viszeral-, Thorax und Gefäßchirurgie;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik und Poliklinik für Chirurgie
13920;Kahlert H;34640;229;Institut für Biochemie / AG Analytische Chemie und Umweltchemie;2;Mathematisch-Naturwissenschaftliche Fakultät;Kahlert;Heike;Institut für Biochemie
13923;Sunn Pedersen T;83325;214;Institut für Physik / AG Atom- und Molekülphysik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Physik
13929;Dittmann S;34839;231;Institut für Pharmazie / AG Pharmazeutische und Medizinische Chemie;2;Mathematisch-Naturwissenschaftliche Fakultät;Dittmann;Silvia;Institut für Pharmazie
13951;Hoff K;83369;204;Institut für Mathematik und Informatik / AG Bioinformatik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Mathematik und Informatik
13952;Lange S;83370;204;Institut für Mathematik und Informatik / AG Bioinformatik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Mathematik und Informatik
13959;Kocher T;53816;27;"Zentrum für Zahn-, Mund- und Kieferheilkunde / Poliklinik für Zahnerhaltung,Parodontologie, Endodontologie; Präventive Zahnmedizin und Kinderzahnheilkunde";1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Zahn-, Mund- und Kieferheilkunde
13965;Frenzel S;80294;35;Klinik und Poliklinik für Psychiatrie und Psychotherapie;1;Universitätsmedizin Greifswald;Frenzel;Stefan;Klinik und Poliklinik für Psychiatrie und Psychotherapie
13984;Kaczynski A;78750;67;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock / Greifswald Teilstandort Greifswald;1;Universitätsmedizin Greifswald;Rädke;Anika;Deutsches Zentrum für Neurodegenerative Erkrankungen Rostock
13985;Rauch B;83389;46;Institut für Pharmakologie / Abt. Allgemeine Pharmakologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Pharmakologie
13992;Zieba B;83431;44;Institut für Medizinische Biochemie und Molekularbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Medizinische Biochemie und Molekularbiologie
13993;Krüger E;83432;44;Institut für Medizinische Biochemie und Molekularbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Medizinische Biochemie und Molekularbiologie
13994;Böker J;83440;54;Institut für Klinische Chemie und Laboratoriumsmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Klinische Chemie und Laboratoriumsmedizin
13999;Kadric L;83441;54;Institut für Klinische Chemie und Laboratoriumsmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Klinische Chemie und Laboratoriumsmedizin
14008;Möhring A;73469;57;Institut für Community Medicine / Abteilung für Präventionsforschung und Sozialmedizin;1;Universitätsmedizin Greifswald;Möhring;Anne;Institut für Community Medicine
14015;Frost F;71865;6;Zentrum für Innere Medizin / Klinik für Innere Medizin A / Notaufnahme;1;Universitätsmedizin Greifswald;Frost;Fabian;Zentrum für Innere Medizin
14031;Gómez-Gascón L;83518;52;Institut für Immunologie und Transfusionsmedizin / Abt. Medizinische Immunologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Immunologie und Transfusionsmedizin
14038;Warr L;44963;262;Institut für Geographie und Geologie / AG Ökonomische Geologie/Geochemie;2;Mathematisch-Naturwissenschaftliche Fakultät;Warr;Laurence;Institut für Geographie und Geologie
14039;Schlüter M;83520;262;Institut für Geographie und Geologie / AG Ökonomische Geologie/Geochemie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Geographie und Geologie
14084;Lange T;53208;40;Institut für Anatomie und Zellbiologie;1;Universitätsmedizin Greifswald;Lange;Tim;Institut für Anatomie und Zellbiologie
14089;Lindenmeyer M;76791;40;Institut für Anatomie und Zellbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Anatomie und Zellbiologie
14097;Peters B;85508;43;Institut für Physiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Physiologie
14099;Lendeckel J;80442;44;Institut für Medizinische Biochemie und Molekularbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Medizinische Biochemie und Molekularbiologie
14100;Sühling M;80385;44;Institut für Medizinische Biochemie und Molekularbiologie;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Medizinische Biochemie und Molekularbiologie
14109;Hirschmann S;75504;239;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
14110;Kluger V;83732;239;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
14111;Böhm S;83733;239;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
14113;Kakar N;83734;239;Interfakultäres Institut für Genetik und Funktionelle Genomforschung / Abt. Molekulare Genetik und Infektionsbiologie - Infektionsbiologie;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Interfakultäres Institut für Genetik und Funktionelle Genomforschung
14123;Scherthan H;65819;204;Institut für Mathematik und Informatik / AG Bioinformatik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Mathematik und Informatik
14136;Hertel J;83752;64;Institut für Community Medicine / Abt. SHIP KEF;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Community Medicine
14202;Aghdassi A;84435;4;Zentrum für Innere Medizin / Klinik für Innere Medizin A;1;Universitätsmedizin Greifswald;NaN;NaN;Zentrum für Innere Medizin
14223;Meyer K;65390;192;Institut für Psychologie / AG Differentielle und Persönlichkeitspsychologie/Psychologische Diagnostik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Psychologie
14239;Staudt A;78473;57;Institut für Community Medicine / Abteilung für Präventionsforschung und Sozialmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Institut für Community Medicine
14244;Pusch A;64959;29;Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie;1;Universitätsmedizin Greifswald;Kosanke;Anika;Zentrum für Radiologie
14248;Berger A;84512;195;Institut für Psychologie / AG Allgemeine Psychologie und Forschungsmethodik;2;Mathematisch-Naturwissenschaftliche Fakultät;NaN;NaN;Institut für Psychologie
14253;Rosenberg B;80259;29;Zentrum für Radiologie / Institut für Diagnostische Radiologie und Neuroradiologie;1;Universitätsmedizin Greifswald;Rosenberg;Britta;Zentrum für Radiologie
14257;Wunsch J;84610;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
14258;Janner H;84611;33;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin;1;Universitätsmedizin Greifswald;NaN;NaN;Klinik für Anästhesie, Intensiv-, Notfall- und Schmerzmedizin
